aluminium,ammonia,arsenic,cadmium,chloramine,copper,bacteria,viruses,lead,nitrites,perchlorate,radium,selenium,silver,uranium
0.08,21.49,0.01,0.01,0.31,0.01,0.0,0.63,0.026,0.2,1.81,5.12,0.07,0.1,0.0
0.35,5.19,0.02,0.008,5.07,0.72,0.75,0.75,0.07,1.26,21.38,3.49,0.0,0.38,0.03
0.01,11.1,0.08,0.04,0.02,0.05,0.0,0.007,0.008,0.14,2.38,0.36,0.02,0.01,0.09
0.0,4.08,0.09,0.01,0.67,1.95,0.05,0.002,0.088,0.01,5.14,0.37,0.09,0.09,0.05
0.07,0.34,0.03,0.01,0.06,0.14,0.42,0.0,0.015,1.79,2.55,3.37,0.01,0.09,0.0
0.16,26.67,0.05,0.006,1.87,1.76,0.95,0.95,0.162,1.66,22.73,3.61,0.05,0.02,0.05
1.0,27.2,0.01,0.001,6.7,1.14,0.02,0.006,0.019,1.77,54.14,5.12,0.07,0.42,0.04
0.05,5.76,0.01,0.02,0.05,0.06,0.0,0.005,0.177,0.68,2.94,1.2,0.05,0.04,0.04
0.1,22.26,0.06,0.09,0.06,1.04,0.0,0.0,0.038,1.81,1.24,3.37,0.06,0.04,0.09
0.04,16.86,0.31000000000000005,0.02,2.77,0.05,0.62,0.62,0.001,1.23,7.3,4.62,0.02,0.41,0.07
0.02,2.14,0.1,0.0,0.41,0.4,0.0,0.0,0.122,1.86,1.65,0.28,0.07,0.06,0.01
0.05,0.22,0.02,0.07,0.03,1.45,0.18,0.003,0.088,1.93,0.09,4.93,0.01,0.01,0.01
0.07,18.2,0.09,0.04,0.01,0.56,0.58,0.58,0.05,1.06,3.98,0.0,0.08,0.0,0.06
0.08,22.67,0.07,0.06,0.16,1.95,0.0,0.003,0.191,0.44,0.29,0.53,0.05,0.08,0.02
1.0,4.12,0.31000000000000005,0.04,5.34,1.58,0.97,0.97,0.17,1.13,4.78,0.83,0.06,0.23,0.08
0.07,19.45,0.09,0.08,0.13,0.78,0.83,0.83,0.138,1.71,2.47,3.59,0.09,0.05,0.05
0.28,10.32,0.13,0.02,6.89,0.07,0.06,0.001,0.157,2.83,26.23,1.34,0.03,0.06,0.04
0.1,1.71,0.07,0.07,0.0,0.94,0.28,0.009,0.023,1.37,1.23,3.6,0.06,0.08,0.04
0.09,0.99,0.01,0.01,0.44,0.98,0.0,0.0,0.185,1.85,4.65,0.51,0.1,0.06,0.06
1.0,27.84,0.17,0.04,4.49,0.85,0.0,0.002,0.103,1.76,16.04,3.83,0.07,0.2,0.03
0.07,24.86,0.001,0.008,4.36,0.4,0.2,0.008,0.022,1.96,33.11,1.12,0.09,0.45,0.02
0.06,19.71,0.02,0.02,0.02,1.08,0.0,0.87,0.106,0.98,7.56,1.31,0.02,0.06,0.07
0.06,22.02,0.06,0.01,0.12,0.38,0.93,0.93,0.097,1.93,2.13,3.17,0.02,0.09,0.05
0.09,0.15,0.09,0.05,0.12,0.07,0.0,0.0,0.061,1.0,0.24,5.22,0.01,0.03,0.06
1.0,16.36,0.04,0.002,5.42,0.1,0.99,0.99,0.002,1.88,43.63,1.75,0.04,0.13,0.01
0.06,18.71,0.0,0.08,0.06,1.85,0.68,0.68,0.089,0.34,0.05,1.85,0.03,0.02,0.04
0.09,0.78,0.05,0.06,0.35,1.95,0.94,0.94,0.006,2.0,3.39,3.15,0.01,0.02,0.01
0.09,10.34,0.01,0.0,0.13,1.29,0.65,0.65,0.121,0.05,0.13,0.59,0.04,0.07,0.08
0.03,15.93,0.04,0.01,0.06,0.1,0.99,0.99,0.002,1.88,3.45,0.3,0.04,0.07,0.01
0.03,13.09,0.08,0.08,0.17,0.08,0.0,0.006,0.2,0.32,7.35,1.0,0.09,0.03,0.04
0.02,3.9,0.03,0.05,0.06,0.07,0.01,0.0,0.008,0.61,0.17,3.07,0.06,0.04,0.08
0.03,22.26,0.03,0.005,5.98,1.92,0.94,0.94,0.128,1.54,24.13,0.85,0.07,0.36,0.03
0.03,13.25,0.08,0.06,0.02,1.21,0.0,0.77,0.158,0.97,0.06,0.3,0.05,0.09,0.08
1.0,17.55,0.02,0.009,1.41,1.19,0.72,0.72,0.034,1.6,54.78,2.06,0.04,0.07,0.06
1.0,10.27,0.31000000000000005,0.02,7.04,1.07,0.0,0.003,0.113,1.3,13.62,5.82,0.06,0.36,0.04
0.04,20.35,0.04,0.1,0.1,0.83,0.34,0.005,0.084,0.09,0.09,1.79,0.06,0.01,0.01
0.04,17.87,0.06,0.04,0.11,0.04,0.0,0.0,0.16,1.33,0.06,0.15,0.05,0.06,0.04
0.04,6.13,0.09,0.02,0.04,0.83,0.0,0.0,0.151,2.26,5.0,0.39,0.07,0.07,0.01
0.03,18.13,0.31000000000000005,0.1,5.27,0.08,0.44,0.007,0.001,1.72,2.07,7.53,0.05,0.06,0.05
0.15,5.11,0.001,0.006,0.2,0.18,0.03,0.008,0.081,1.82,0.9,2.77,0.03,0.43,0.03
0.14,14.04,0.07,0.07,5.28,0.71,0.39,0.007,0.146,1.6,15.32,2.92,0.07,0.41,0.01
1.0,13.83,0.05,0.001,4.18,0.48,0.06,0.001,0.117,1.39,42.49,7.07,0.06,0.38,0.09
0.06,22.3,0.08,0.03,0.13,1.44,0.96,0.96,0.191,1.9,3.56,0.65,0.02,0.06,0.08
1.0,13.34,0.01,0.005,0.88,1.11,0.72,0.72,0.1,1.32,0.54,3.52,0.04,0.42,0.02
0.11,13.69,0.02,0.003,7.24,0.97,0.0,0.0,0.088,1.1,43.93,7.38,0.1,0.35,0.06
0.3,14.51,0.05,0.004,0.41,0.26,0.34,0.004,0.05,1.16,1.01,0.63,0.03,0.19,0.04
0.06,19.87,0.03,0.008,6.23,1.91,0.07,0.008,0.018,1.42,12.9,2.15,0.03,0.21,0.04
0.09,22.02,0.02,0.07,0.1,0.1,0.0,0.004,0.089,0.94,10.51,2.56,0.07,0.07,0.0
0.01,15.65,0.04,0.001,0.39,0.31,0.13,0.001,0.016,1.31,52.65,6.24,0.03,0.11,0.05
0.18,9.96,0.29,0.05,6.72,0.03,1.0,1.0,0.158,1.47,21.08,4.71,0.01,0.22,0.07
0.07,19.73,0.06,0.08,0.22,0.4,0.0,0.65,0.14,0.52,0.14,0.5,0.08,0.05,0.04
0.0,26.11,0.31000000000000005,0.03,7.0,0.26,0.74,0.74,0.197,1.3,43.41,1.51,0.1,0.16,0.07
0.12,13.49,0.14,0.02,1.01,1.06,0.96,0.96,0.158,1.79,8.69,3.42,0.03,0.15,0.03
0.93,15.17,0.02,0.004,1.58,1.46,0.0,0.0,0.197,1.9,7.93,4.86,0.05,0.04,0.06
0.01,8.46,0.05,0.1,0.05,1.33,0.66,0.66,0.014,1.55,7.78,5.49,0.01,0.04,0.02
1.0,5.42,0.18,0.09,4.27,0.04,0.0,0.009,0.016,1.43,52.27,7.42,0.05,0.1,0.08
1.0,10.06,0.3,0.01,0.2,0.71,0.0,0.0,0.144,1.13,43.48,7.67,0.05,0.23,0.01
1.0,21.68,0.03,0.007,0.67,0.55,0.72,0.72,0.089,1.12,34.97,6.83,0.01,0.25,0.03
1.0,28.5,0.001,0.002,3.63,1.47,0.0,0.0,0.197,1.09,11.55,2.13,0.09,0.05,0.03
0.09,7.37,0.02,0.05,0.23,0.04,0.0,0.005,0.1,0.57,2.72,0.1,0.06,0.08,0.05
0.17,3.98,0.01,0.003,6.47,0.85,0.36,0.005,0.067,1.89,54.05,6.47,0.09,0.48,0.01
1.0,20.34,0.03,0.006,7.97,0.07,0.02,0.001,0.028,1.36,46.99,1.69,0.06,0.16,0.06
0.31,2.3,0.05,0.04,2.88,0.27,0.44,0.002,0.11,1.77,25.07,3.29,0.04,0.17,0.0
0.06,1.38,0.04,0.0,0.06,0.72,0.0,0.0,0.087,1.59,0.15,1.68,0.08,0.01,0.03
0.02,2.34,0.04,0.009,4.24,0.48,0.22,0.009,0.169,1.12,7.69,4.27,0.09,0.18,0.03
0.17,23.62,0.21,0.02,2.59,0.06,0.97,0.97,0.001,1.18,18.11,4.89,0.04,0.21,0.01
0.09,0.22,0.05,0.07,0.36,1.66,0.73,0.73,0.059,1.33,0.79,2.99,0.06,0.06,0.05
0.05,2.38,0.03,0.04,0.09,0.04,0.0,0.0,0.04,1.76,6.05,5.34,0.04,0.01,0.06
0.06,19.26,0.01,0.04,0.04,1.82,0.92,0.92,0.105,0.26,11.23,1.91,0.01,0.04,0.04
0.05,24.7,0.05,0.02,0.03,0.07,0.44,0.008,0.019,1.03,4.28,1.56,0.02,0.03,0.04
1.0,19.19,0.31000000000000005,0.1,4.69,1.37,0.0,0.0,0.034,2.28,47.68,6.75,0.06,0.42,0.02
1.0,14.34,0.31000000000000005,0.09,3.87,1.45,0.0,0.0,0.197,1.59,53.73,4.47,0.06,0.02,0.08
1.0,16.66,0.001,0.008,4.41,1.14,0.45,0.004,0.045,1.34,46.2,7.02,0.02,0.42,0.04
0.05,19.68,0.06,0.0,0.09,1.08,0.87,0.87,0.106,1.12,0.33,1.9,0.02,0.01,0.07
0.06,2.93,0.04,0.05,0.07,1.43,0.0,0.0,0.097,1.37,4.83,0.64,0.07,0.04,0.01
0.02,20.07,0.04,0.06,0.02,0.08,0.0,0.006,0.195,0.87,0.35,1.72,0.09,0.04,0.08
0.02,18.72,0.06,0.08,6.31,0.79,0.2,0.009,0.126,2.41,11.34,4.33,0.1,0.05,0.02
0.02,12.42,0.06,0.1,0.04,1.56,0.54,0.54,0.023,0.56,6.14,0.58,0.03,0.01,0.09
0.06,0.63,0.08,0.01,0.02,0.5,0.5,0.5,0.074,2.16,0.18,2.63,0.05,0.04,0.04
0.06,19.86,0.31000000000000005,0.04,6.92,0.07,0.89,0.89,0.001,1.36,46.18,3.62,0.07,0.23,0.03
0.11,2.87,0.31000000000000005,0.01,7.43,1.44,0.99,0.99,0.096,2.53,26.07,4.17,0.08,0.18,0.03
0.01,18.67,0.05,0.07,0.3,0.02,0.0,0.001,0.165,0.35,0.29,0.74,0.01,0.06,0.01
0.04,9.29,0.06,0.08,0.29,1.36,0.84,0.84,0.1,1.18,7.21,0.67,0.03,0.08,0.06
0.29,26.02,0.31000000000000005,0.05,5.53,0.78,0.83,0.83,0.138,1.54,17.64,4.63,0.09,0.18,0.05
0.07,0.46,0.09,0.04,0.05,0.07,0.0,0.0,0.034,1.6,7.18,1.84,0.07,0.09,0.07
0.04,23.36,0.02,0.04,0.16,0.06,0.0,0.81,0.041,0.06,0.44,0.05,0.0,0.06,0.07
0.14,16.61,0.03,0.001,4.85,0.27,0.67,0.67,0.067,1.55,7.88,0.14,0.04,0.49,0.07
0.71,9.9,0.04,0.003,3.45,0.32,0.3,0.006,0.123,1.61,35.17,0.66,0.04,0.05,0.03
0.04,22.83,0.06,0.01,0.02,1.14,0.84,0.84,0.054,0.78,0.27,2.3,0.09,0.08,0.07
1.0,11.33,0.01,0.03,6.95,0.92,0.0,0.002,0.01,2.07,23.68,4.58,0.01,0.2,0.04
0.09,4.84,0.02,0.04,0.04,0.05,0.24,0.002,0.011,1.48,0.56,0.59,0.04,0.05,0.07
0.04,5.98,0.1,0.08,0.09,0.07,0.0,0.56,0.115,0.52,0.56,0.05,0.01,0.06,0.06
0.02,2.77,0.0,0.03,0.01,0.2,0.18,0.007,0.132,1.85,0.18,0.86,0.06,0.1,0.04
0.02,5.31,0.05,0.05,0.02,1.03,0.77,0.77,0.012,1.55,0.28,0.56,0.02,0.08,0.04
0.06,5.67,0.04,0.02,0.22,0.04,0.84,0.84,0.032,1.48,0.2,0.97,0.07,0.02,0.0
0.04,0.12,0.02,0.07,0.03,0.0,0.0,0.61,0.008,0.92,0.67,3.83,0.08,0.0,0.06
1.0,13.91,0.03,0.004,6.57,1.57,0.59,0.59,0.086,1.89,37.89,0.78,0.06,0.48,0.07
0.07,17.24,0.03,0.12,5.27,0.0,0.76,0.76,0.022,2.38,11.53,6.31,0.09,0.35,0.06
0.05,10.63,0.02,0.06,0.49,0.1,0.0,0.002,0.131,0.25,2.57,0.36,0.06,0.04,0.05
1.0,11.52,0.31000000000000005,0.01,5.1,0.4,0.0,0.005,0.001,1.13,30.27,5.75,0.04,0.35,0.02
0.06,9.74,0.01,0.001,6.71,1.53,0.43,0.007,0.091,1.0,55.11,0.54,0.03,0.39,0.04
1.0,6.92,0.31000000000000005,0.11,4.75,1.29,0.0,0.001,0.152,1.54,14.54,5.73,0.08,0.49,0.09
0.05,27.69,0.08,0.02,0.02,0.07,0.0,0.89,0.005,0.32,0.41,0.91,0.08,0.09,0.0
0.04,0.19,0.07,0.03,0.13,1.68,0.0,0.0,0.163,1.83,0.1,0.81,0.03,0.01,0.08
0.06,3.58,0.09,0.0,0.03,0.0,0.0,0.005,0.141,0.42,0.21,2.42,0.01,0.09,0.09
0.01,14.34,0.1,0.07,0.12,1.28,0.9,0.9,0.024,0.45,0.27,0.01,0.06,0.09,0.02
0.04,7.82,0.04,0.07,0.37,0.08,0.0,0.0,0.105,1.5,2.09,2.76,0.02,0.06,0.07
0.05,28.21,0.09,0.0,0.03,0.02,0.0,0.98,0.191,0.77,8.36,0.28,0.03,0.05,0.07
0.09,14.86,0.31000000000000005,0.04,6.22,0.81,0.15,0.005,0.005,2.01,17.68,1.67,0.04,0.0,0.03
1.0,7.74,0.02,0.008,4.54,1.47,0.74,0.74,0.13,1.9,1.95,0.91,0.06,0.18,0.03
0.18,11.66,0.04,0.005,3.49,1.54,0.33,0.006,0.041,1.36,57.74,7.25,0.06,0.28,0.08
0.85,13.49,0.31000000000000005,0.13,1.25,1.06,0.0,0.0,0.158,1.72,8.8,3.42,0.03,0.15,0.03
0.03,18.24,0.03,0.06,0.09,1.45,0.28,0.003,0.102,1.48,3.6,0.2,0.01,0.09,0.04
0.02,8.63,0.0,0.05,0.22,1.17,0.0,0.51,0.13,0.23,0.05,2.78,0.0,0.1,0.01
0.34,13.64,0.16,0.02,3.17,1.14,0.0,0.0,0.071,2.01,17.27,2.18,0.04,0.01,0.02
0.0,2.49,0.1,0.04,0.12,1.71,0.85,0.85,0.1,1.23,0.96,2.54,0.01,0.07,0.09
0.6,24.58,0.01,0.005,3.14,1.45,0.35,0.002,0.167,1.84,23.43,4.99,0.08,0.25,0.08
0.07,23.53,0.02,0.02,0.4,1.56,0.73,0.73,0.111,0.73,0.96,0.66,0.09,0.06,0.04
0.06,26.57,0.01,0.02,0.05,0.78,0.0,0.5,0.18,0.94,10.61,0.41,0.0,0.02,0.02
1.0,17.59,0.04,0.001,1.16,0.54,0.0,0.0,0.113,1.34,40.72,2.18,0.04,0.24,0.06
1.0,2.06,0.03,0.003,4.14,0.1,0.0,0.0,0.097,1.16,12.17,7.8,0.01,0.11,0.01
0.07,2.56,0.04,0.03,0.3,1.77,0.75,0.75,0.098,1.99,0.05,0.95,0.04,0.09,0.05
0.09,16.36,0.03,0.09,0.38,1.9,0.0,0.0,0.028,2.04,2.4,0.66,0.02,0.04,0.05
1.0,1.88,0.03,0.001,7.51,1.9,0.46,0.007,0.112,1.81,6.36,6.82,0.05,0.26,0.05
0.04,0.29,0.08,0.04,0.06,0.31,0.56,0.56,0.026,1.77,9.31,0.43,0.02,0.1,0.08
0.03,26.82,0.0,0.08,0.03,0.02,0.0,0.75,0.071,0.04,12.15,0.82,0.0,0.04,0.05
0.01,9.21,0.31000000000000005,0.12,0.91,1.49,0.42,0.009,0.159,1.36,4.38,5.52,0.04,0.39,0.0
0.43,20.8,0.12,0.08,7.66,1.98,0.93,0.93,0.152,1.25,14.83,1.65,0.04,0.18,0.03
0.05,21.69,0.07,0.08,0.04,1.65,0.17,0.001,0.067,1.64,0.15,1.27,0.03,0.03,0.0
1.0,12.48,0.03,0.003,4.79,0.24,0.0,0.0,0.196,1.65,40.67,5.94,0.03,0.1,0.07
0.11,15.14,0.03,0.007,6.63,1.57,0.69,0.69,0.182,1.81,24.91,2.39,0.01,0.2,0.05
0.05,19.29,0.03,0.002,4.68,1.37,0.09,0.006,0.034,1.63,44.04,6.75,0.06,0.42,0.02
0.02,11.52,0.01,0.008,3.51,1.89,0.89,0.89,0.033,1.73,44.28,5.03,0.0,0.49,0.02
0.06,21.58,0.04,0.08,0.15,0.04,0.09,0.008,0.17,0.95,2.8,0.79,0.02,0.06,0.02
0.05,24.02,0.01,0.09,0.4,0.89,0.74,0.74,0.119,2.04,3.98,5.93,0.06,0.02,0.01
0.39,26.55,0.07,0.03,5.07,1.99,0.1,0.008,0.172,2.14,46.86,0.01,0.08,0.02,0.02
0.01,1.37,0.04,0.0,0.28,1.77,0.22,0.005,0.053,1.65,1.63,1.46,0.01,0.09,0.05
1.0,12.63,0.02,0.007,0.65,0.38,0.0,0.0,0.131,1.77,30.95,6.15,0.02,0.42,0.05
1.0,3.24,0.31000000000000005,0.12,8.06,0.1,0.22,0.001,0.165,2.3,45.11,0.0,0.05,0.04,0.06
0.14,25.83,0.31000000000000005,0.08,5.8,1.58,0.0,0.72,0.013,1.43,0.35,3.22,0.06,0.07,0.09
0.06,13.83,0.05,0.07,0.02,0.15,0.5,0.5,0.194,0.73,0.34,0.39,0.05,0.03,0.02
0.03,12.19,0.1,0.06,0.46,0.3,0.0,0.57,0.044,0.58,5.37,1.1,0.06,0.09,0.07
0.02,17.57,0.09,0.07,0.06,1.38,0.67,0.67,0.08,1.98,1.45,1.94,0.07,0.01,0.08
0.05,0.56,0.1,0.03,0.21,1.58,0.0,0.0,0.17,1.97,0.44,0.6,0.06,0.03,0.08
0.06,27.31,0.04,0.08,0.05,0.06,0.44,0.007,0.142,1.52,0.45,0.48,0.09,0.05,0.02
0.1,5.87,0.03,0.06,0.16,0.05,0.0,0.75,0.191,0.86,0.52,0.15,0.09,0.02,0.02
0.1,16.67,0.07,0.06,0.37,0.06,0.0,0.76,0.036,0.3,0.4,0.81,0.03,0.01,0.08
0.09,18.99,0.04,0.05,0.02,1.75,0.56,0.56,0.166,0.46,10.17,0.44,0.06,0.04,0.02
0.03,20.35,0.02,0.03,0.03,0.07,0.0,0.007,0.039,0.13,0.4,3.51,0.06,0.03,0.03
0.07,13.86,0.31000000000000005,0.01,5.63,1.64,0.3,0.005,0.156,1.62,13.92,0.67,0.03,0.21,0.06
0.06,15.37,0.07,0.02,0.02,0.03,0.0,1.0,0.165,0.76,5.33,1.59,0.09,0.01,0.0
0.09,0.83,0.01,0.06,0.02,0.05,0.0,0.0,0.142,1.23,1.56,6.31,0.05,0.03,0.02
0.04,4.98,0.05,0.07,0.11,1.51,0.55,0.55,0.164,1.49,7.1,0.88,0.08,0.01,0.09
0.06,27.5,0.09,0.01,0.24,1.04,0.72,0.72,0.161,1.27,1.34,3.3,0.06,0.09,0.04
0.07,5.75,0.07,0.07,0.01,0.02,0.0,0.004,0.199,0.33,1.18,2.86,0.07,0.05,0.08
0.06,1.08,0.06,0.06,0.69,0.4,0.82,0.82,0.023,0.76,0.05,2.33,0.09,0.07,0.02
0.06,17.95,0.07,0.07,0.06,0.16,0.44,0.007,0.093,1.66,0.13,6.15,0.05,0.01,0.05
0.01,27.14,0.03,0.09,0.04,0.93,0.1,0.001,0.167,0.06,1.73,0.93,0.07,0.04,0.0
0.06,3.2,0.03,0.02,0.36,0.09,0.0,0.0,0.095,1.57,4.65,4.2,0.09,0.06,0.03
0.07,19.13,0.1,0.08,0.58,0.29,0.7,0.7,0.136,1.99,6.62,1.73,0.02,0.01,0.02
0.04,3.07,0.01,0.06,0.35,0.1,0.0,0.0,0.002,2.16,3.18,0.8,0.04,0.02,0.01
0.07,3.43,0.04,0.08,0.25,0.95,0.0,0.0,0.181,1.63,0.93,3.63,0.06,0.0,0.02
0.01,7.69,0.04,0.007,2.83,1.0,0.3,0.005,0.092,1.27,55.45,3.8,0.09,0.32,0.04
0.04,5.03,0.02,0.1,0.07,1.32,0.95,0.95,0.148,1.1,7.84,0.54,0.0,0.06,0.09
1.0,22.73,0.04,0.05,3.64,1.65,0.78,0.78,0.146,1.82,4.59,4.9,0.05,0.48,0.06
1.0,17.32,0.02,0.007,4.43,1.64,0.0,0.0,0.075,1.03,11.36,3.34,0.0,0.07,0.02
0.04,24.68,0.08,0.1,0.54,0.06,0.0,0.79,0.169,0.74,0.23,5.39,0.01,0.06,0.06
0.09,22.77,0.07,0.06,0.41,1.24,0.51,0.51,0.032,1.56,4.97,0.56,0.03,0.08,0.01
0.02,10.6,0.07,0.01,0.07,0.09,0.07,0.006,0.176,0.46,5.69,0.12,0.03,0.04,0.05
0.07,8.05,0.04,0.04,0.06,0.05,0.0,0.0,0.12,1.52,4.13,0.27,0.03,0.03,0.01
0.04,10.38,0.1,0.02,0.11,0.3,0.0,0.002,0.131,0.68,1.83,1.04,0.06,0.03,0.05
0.01,20.66,0.06,0.02,0.02,1.48,0.0,0.91,0.073,0.83,1.02,0.29,0.04,0.05,0.0
0.09,20.45,0.08,0.04,0.04,1.16,0.25,0.002,0.09,1.72,0.18,0.93,0.1,0.04,0.04
0.1,19.49,0.18,0.13,6.72,0.01,0.51,0.51,0.198,1.68,44.13,7.92,0.08,0.09,0.03
1.0,19.54,0.31000000000000005,0.11,6.7,0.79,0.0,0.64,0.044,1.39,20.21,7.8,0.08,0.16,0.05
0.06,17.57,0.03,0.1,0.54,0.07,0.0,0.001,0.095,0.9,3.63,0.49,0.09,0.06,0.03
0.09,27.96,0.07,0.04,0.1,0.25,0.0,0.98,0.191,0.17,4.42,1.73,0.03,0.1,0.07
1.0,28.7,0.31000000000000005,0.03,6.55,1.86,0.0,0.58,0.006,1.53,43.02,6.14,0.04,0.19,0.01
0.03,24.71,0.08,0.0,0.09,0.23,0.43,0.0,0.102,1.5,5.24,0.96,0.02,0.02,0.03
0.07,27.63,0.06,0.08,0.01,0.78,0.5,0.5,0.18,1.81,6.05,0.86,0.0,0.04,0.02
1.0,19.96,0.05,0.005,6.77,1.23,0.89,0.89,0.12,1.12,55.57,3.62,0.07,0.23,0.03
1.0,17.35,0.04,0.002,6.24,0.89,0.07,0.008,0.122,1.52,37.72,7.53,0.05,0.15,0.05
0.65,24.48,0.31000000000000005,0.01,3.54,1.45,0.0,0.0,0.167,1.89,30.43,4.99,0.08,0.25,0.08
0.01,23.98,0.04,0.005,5.73,1.89,0.98,0.98,0.002,1.2,16.24,4.48,0.03,0.36,0.04
0.07,17.65,0.01,0.007,2.92,0.0,0.11,0.003,0.014,1.88,0.77,0.19,0.07,0.29,0.02
0.04,5.95,0.02,0.08,0.06,0.02,0.0,0.98,0.187,0.55,1.26,0.11,0.06,0.03,0.07
0.0,12.18,0.31000000000000005,0.02,4.98,0.34,0.06,0.004,0.086,1.1,29.89,3.75,0.01,0.02,0.06
0.09,16.92,0.001,0.005,1.04,0.12,0.93,0.93,0.142,1.76,15.42,3.24,0.05,0.03,0.04
0.08,7.64,0.31000000000000005,0.05,4.6,0.77,0.2,0.007,0.148,1.92,53.03,1.92,0.03,0.45,0.02
0.03,23.82,0.31000000000000005,0.13,7.85,0.04,0.46,0.002,0.001,2.44,22.9,0.97,0.03,0.23,0.06
0.04,6.7,0.02,0.06,0.05,1.66,0.0,0.0,0.03,1.59,0.41,0.97,0.08,0.0,0.07
0.05,28.12,0.09,0.03,0.05,0.97,0.12,0.008,0.189,1.12,0.92,3.92,0.07,0.08,0.08
0.09,5.07,0.09,0.08,0.13,0.37,0.41,0.002,0.06,1.36,2.17,0.24,0.04,0.07,0.06
0.09,23.82,0.01,0.003,6.81,0.21,0.32,0.007,0.097,1.45,27.84,0.64,0.05,0.17,0.01
0.01,9.67,0.05,0.03,0.07,1.95,0.05,0.009,0.156,1.35,0.27,0.49,0.01,0.07,0.02
1.0,23.41,0.31000000000000005,0.08,0.85,1.33,0.0,0.0,0.042,2.07,47.49,1.83,0.07,0.03,0.02
1.0,22.74,0.02,0.005,7.75,0.28,0.19,0.0,0.137,1.36,18.1,6.93,0.1,0.26,0.02
1.0,28.14,0.31000000000000005,0.02,2.59,0.25,0.0,0.0,0.191,1.23,21.5,6.19,0.03,0.17,0.07
0.04,4.77,0.05,0.05,0.65,0.01,0.04,0.0,0.075,1.78,1.28,1.98,0.03,0.03,0.06
0.23,7.51,0.31000000000000005,0.13,4.91,0.04,0.61,0.61,0.001,2.06,22.47,3.19,0.03,0.24,0.02
0.03,0.72,0.06,0.0,0.08,0.08,0.0,0.0,0.154,1.52,2.91,0.02,0.06,0.05,0.01
0.03,10.68,0.01,0.05,0.05,1.29,0.65,0.65,0.121,1.54,0.21,0.07,0.04,0.02,0.08
0.09,1.5,0.001,0.005,3.62,1.37,0.92,0.92,0.112,1.6,47.78,4.38,0.05,0.29,0.05
0.1,28.1,0.03,0.08,0.39,1.86,0.0,0.58,0.006,0.88,0.59,5.12,0.04,0.09,0.01
0.08,6.44,0.31000000000000005,0.1,0.7,0.06,0.28,0.004,0.02,1.19,33.37,2.82,0.05,0.15,0.06
0.05,18.73,0.05,0.01,0.08,0.09,0.0,0.94,0.047,0.84,8.3,1.11,0.03,0.01,0.01
0.04,0.51,0.05,0.03,0.1,0.99,0.0,0.0,0.148,1.2,1.2,0.65,0.06,0.06,0.01
0.09,16.07,0.04,0.03,0.01,0.06,0.0,0.93,0.142,0.1,0.1,0.29,0.05,0.02,0.04
0.31,29.13,0.31000000000000005,0.03,3.58,0.05,0.77,0.77,0.001,2.14,26.23,2.27,0.02,0.25,0.07
1.0,26.09,0.31000000000000005,0.03,4.82,0.76,0.0,0.007,0.185,2.15,5.78,2.53,0.05,0.41,0.07
1.0,7.77,0.31000000000000005,0.01,6.79,0.36,0.0,0.79,0.198,1.44,34.69,1.1,0.0,0.33,0.06
0.06,22.94,0.03,0.07,0.21,1.33,0.0,0.81,0.041,1.81,0.08,0.13,0.0,0.04,0.07
0.01,27.52,0.08,0.08,0.01,0.83,0.85,0.85,0.025,1.56,0.83,5.02,0.03,0.04,0.08
1.0,25.18,0.31000000000000005,0.07,5.57,0.15,0.09,0.005,0.032,1.27,41.44,5.57,0.09,0.02,0.06
0.16,14.6,0.05,0.005,0.46,1.98,1.0,1.0,0.1,1.16,57.87,2.37,0.09,0.37,0.08
0.05,18.85,0.04,0.04,0.06,0.08,0.0,0.79,0.132,0.4,0.21,4.66,0.0,0.02,0.06
0.06,23.45,0.07,0.07,0.27,0.92,0.0,0.75,0.085,0.12,0.41,0.46,0.05,0.09,0.01
0.07,21.81,0.31000000000000005,0.07,4.04,0.09,0.55,0.55,0.001,1.1,56.05,4.88,0.08,0.29,0.06
0.14,25.93,0.04,0.007,5.61,1.58,0.72,0.72,0.013,1.22,8.7,3.22,0.06,0.07,0.09
1.0,13.81,0.03,0.007,5.06,1.21,0.77,0.77,0.158,1.03,1.09,0.89,0.05,0.04,0.08
0.02,11.64,0.04,0.0,0.1,0.51,0.0,0.0,0.072,1.59,3.04,2.51,0.06,0.02,0.06
1.0,3.04,0.31000000000000005,0.11,6.31,1.75,0.0,0.0,0.177,1.26,23.45,4.91,0.01,0.17,0.08
0.03,12.03,0.09,0.01,0.42,0.23,0.54,0.54,0.097,0.96,7.2,0.59,0.05,0.07,0.05
0.03,23.91,0.03,0.03,0.07,0.04,0.0,0.77,0.042,0.24,5.46,0.9,0.05,0.06,0.06
0.02,9.87,0.01,0.02,0.53,1.84,0.13,0.004,0.035,1.15,2.66,0.26,0.0,0.02,0.06
1.0,18.31,0.31000000000000005,0.13,1.68,1.45,0.0,0.0,0.102,1.7,51.66,1.31,0.01,0.18,0.04
0.03,0.85,0.08,0.09,0.2,0.25,0.7,0.7,0.129,1.96,0.45,0.87,0.03,0.05,0.07
0.0,9.13,0.09,0.09,0.23,1.04,0.0,0.5,0.106,0.14,6.81,1.7,0.03,0.02,0.01
0.06,3.59,0.03,0.04,0.22,0.6,0.04,0.008,0.145,0.34,9.31,2.6,0.05,0.05,0.06
